Date,PriceOpen,PriceHigh,PriceLow,PriceClose,VolumeTraded
2/3/2016 8:59,432.53,432.76,429.52,431.11,148.99
2/3/2016 9:59,431.11,433.8,430.25,432.62,128.483
2/3/2016 10:58,433.2,433.4,431.64,432.3,265.164
2/3/2016 11:59,432.15,432.84,431.01,431.57,160.347
2/3/2016 12:59,431.54,432,428.96,430.95,284.974
2/3/2016 13:59,432.01,432.02,427.6,428.08,322.688
2/3/2016 14:59,428.08,430.03,427.5,429.82,246.732
2/3/2016 15:59,428.91,430.5,428.55,430.48,438.473
2/3/2016 16:59,429.45,430.98,429.37,430.48,360.65
2/3/2016 17:59,430.49,430.5,429.13,429.95,119.291
2/3/2016 18:59,429.95,429.99,429.1,429.37,90.13
2/3/2016 19:59,429.37,429.9,428.52,429.77,181.373
2/3/2016 20:59,429.76,429.8,428,428,323.022
2/3/2016 21:56,428,429.66,427.19,428.42,143.121
2/3/2016 22:59,428.11,428.11,424.11,425.9,662.132
2/3/2016 23:59,426,426.38,421.31,423.45,837.215
3/3/2016 0:58,422.4,424.19,417.02,420.99,818.39
3/3/2016 1:59,420.18,421.74,418.38,421.74,293.324
3/3/2016 2:59,421.74,423.82,420.26,423.65,83.992
3/3/2016 3:59,423.47,423.62,419.46,420.08,243.601
3/3/2016 4:59,420.1,421.45,419,419,253.837
3/3/2016 5:59,419,420.37,415.85,417.5,262.825
3/3/2016 6:56,417.6,418.88,417.51,418.04,151.731
3/3/2016 7:59,417.98,421.77,417,421.65,265.355
3/3/2016 8:58,421.44,422.48,420.69,421.3,246.656
3/3/2016 9:59,421.98,423.89,421.66,423,302.127
3/3/2016 10:59,422.99,423.62,420.16,423.4,198.378
3/3/2016 11:59,423.4,423.6,420.32,420.32,220.515
3/3/2016 12:59,421.27,423.26,420.22,422.63,246.774
3/3/2016 13:58,423.24,424.47,422.34,423.6,176.38
3/3/2016 14:59,423.54,423.7,421.09,421.9,279.687
3/3/2016 15:59,421.9,422.6,420.25,421.6,390.883
3/3/2016 16:59,421.6,421.6,419.01,419.01,699.384
3/3/2016 17:59,419.01,421.45,419,421.15,156.981
3/3/2016 18:59,420.45,421.67,419.71,420.68,171.502
3/3/2016 19:59,420.54,420.54,417.1,417.11,370.474
3/3/2016 20:59,417.39,418.16,416,418.12,618.708
3/3/2016 21:59,418.2,420.61,418.2,419.75,230.946
3/3/2016 22:59,420.5,420.91,419.6,420.33,550.914
3/3/2016 23:59,420.33,420.82,419.6,420.29,250.282
4/3/2016 0:59,420.29,421.64,419.6,420.89,225.844
4/3/2016 1:58,420.88,422,419.6,421.83,243.723
4/3/2016 2:59,421.86,422.98,421.19,421.71,105.772
4/3/2016 3:58,421.7,422.38,420.97,421.29,85.15
4/3/2016 4:55,421.29,422.98,421.01,422.69,88.706
4/3/2016 5:59,422.56,422.99,421.27,422.26,266.312
4/3/2016 6:59,422.26,423.9,421.54,422.46,341.665
4/3/2016 7:59,422.65,423,421.8,422.9,271.395
4/3/2016 8:59,422.71,422.97,419.33,420.57,218.346
4/3/2016 9:59,420.4,421.13,418.81,419.62,126.891
4/3/2016 10:56,419.99,420,418.5,419.98,164.499
4/3/2016 11:59,419.96,420,416.18,417.95,291.341
4/3/2016 12:59,417.95,420.21,417.95,420.21,233.528
4/3/2016 13:59,420.21,421,419.2,419.84,265.347
4/3/2016 14:59,419.84,420.22,419.15,419.5,94.133
4/3/2016 15:59,419.48,420.7,418.66,420.69,323.382
4/3/2016 16:59,420.69,420.69,418.65,420,154.672
4/3/2016 17:59,419.99,420,416.96,417.23,290.023
4/3/2016 18:59,417.9,418.02,416.15,417.5,404.454
4/3/2016 19:59,417.45,418.24,413.46,415.17,917.836
4/3/2016 20:59,415.16,415.17,411.2,412.61,555.677
4/3/2016 21:58,412.52,412.61,409,411.78,705.157
4/3/2016 22:59,411.21,413.22,407.55,408,806.832
4/3/2016 23:59,408.7,411.03,406.02,408.01,608.32
5/3/2016 0:59,408.18,408.37,403.16,405.8,780.466
5/3/2016 1:59,405.9,407.72,402,405.17,689.711
5/3/2016 2:59,405.17,407.53,402,407.47,717.245
5/3/2016 3:59,406.64,408.47,405.27,408.46,290.595
5/3/2016 4:59,408.32,408.86,407.68,408.66,57.644
5/3/2016 5:53,408.66,408.98,407.34,408.79,55.312
5/3/2016 6:56,408.35,408.93,406.08,406.83,34.817
5/3/2016 7:59,406.92,408.18,403.81,406,276.23
5/3/2016 8:59,405.1,407.21,404,406.07,411.098
5/3/2016 9:59,405.53,406.07,402.42,404.49,584.642
5/3/2016 10:59,404.3,406.6,403.85,405.57,220.932
5/3/2016 11:59,405.56,407.07,404,406.02,344.599
5/3/2016 12:59,406.01,406.13,403,403.39,171.036
5/3/2016 13:59,403.63,404.01,401,403.23,667.269
5/3/2016 14:59,403.51,404,382,394.36,5478.112
5/3/2016 15:59,394.36,398.45,392.34,394.66,1396.029
5/3/2016 16:59,395.45,398.75,390,398.75,1452.296
5/3/2016 17:58,398.01,401,396.22,400.26,762.059
5/3/2016 18:58,401,401.45,397.73,398.5,367.42
5/3/2016 19:59,398.5,401.96,398.17,401.96,332.788
5/3/2016 20:59,400.97,401.97,398.42,400.82,357.177
5/3/2016 21:59,400.82,403,400.06,402.96,371.987
5/3/2016 22:59,403,403,400.39,402.42,228.709
5/3/2016 23:59,402,402.41,396.7,399.83,388.23
6/3/2016 0:59,399.77,400.3,395.09,396.47,256.69
6/3/2016 1:59,395.5,397.98,393.11,395.25,199.414
6/3/2016 2:59,395.56,397,394.04,397,114.843
6/3/2016 3:59,397,399.05,396.09,399.04,107.874
6/3/2016 4:56,399.02,401.37,398.21,399.81,117.693
6/3/2016 5:59,399.5,400.24,396.22,400.24,190.074
6/3/2016 6:59,399.94,400.73,399,399,57.642
6/3/2016 7:59,399.34,400.99,398.06,400.99,197.611
6/3/2016 8:59,400.99,401.99,400.39,400.48,132.322
6/3/2016 9:59,401.5,405.99,400.55,405.99,557.621
6/3/2016 10:58,405.38,408.56,405.01,408.56,764.215
6/3/2016 11:59,408.43,410.89,407.25,408.73,589.616
6/3/2016 12:59,407.53,409.99,407.12,407.12,186.425
6/3/2016 13:59,408.42,409,406.02,408,63.699
6/3/2016 14:59,406.75,408.93,406.09,408,115.365
6/3/2016 15:59,408,411.26,407.51,411.26,220.384
6/3/2016 16:58,411.26,412.31,408,408.99,265.409
6/3/2016 17:59,408.99,409.35,406.76,408.99,225.062
6/3/2016 18:59,408.98,408.99,407.46,408.51,110.947
6/3/2016 19:59,408.51,409.95,407.88,408,156.713
6/3/2016 20:59,407.99,409.22,406.15,408.88,183.126
6/3/2016 21:59,408.87,408.89,407.08,408.25,172.899
6/3/2016 22:59,407.34,408.89,406.27,408.76,232.37
6/3/2016 23:58,408.76,408.76,403,406.23,473.996
7/3/2016 0:56,406.15,406.74,403.03,404.67,189.923
7/3/2016 1:59,405.8,406.51,403.53,404.32,198.541
7/3/2016 2:57,404.36,406.52,403.2,406.52,116.733
7/3/2016 3:59,406.58,408.49,404.85,407.44,97.746
7/3/2016 4:57,408.49,408.49,404.94,406.61,86.486
7/3/2016 5:56,405.96,407,404.79,405.61,94.735
7/3/2016 6:59,405.62,407.43,405.24,406.68,62.796
7/3/2016 7:59,406.75,408,405.85,406.34,172.102
7/3/2016 8:57,406.3,407.45,405.72,407.41,175.161
7/3/2016 9:59,407.47,408.89,406.34,408.44,170.752
7/3/2016 10:59,408.46,408.9,406.5,408.49,227.713
7/3/2016 11:59,408.49,411.97,408.47,411.65,1011.994
7/3/2016 12:59,411.64,411.64,409.15,410.98,418.402
7/3/2016 13:59,410.98,411.6,410.21,411.6,270.454
7/3/2016 14:59,411.6,411.6,408.27,408.34,232.958
7/3/2016 15:59,409.13,410.29,408.27,410.25,126.047
7/3/2016 16:59,410.24,410.98,409.01,410.98,234.626
7/3/2016 17:59,410.98,411,409.65,410.91,160.245
7/3/2016 18:59,410.96,412.5,410.38,412.49,192.932
7/3/2016 19:57,412.34,414.22,411.85,413.31,552.546
7/3/2016 20:58,413.31,414.44,412.05,412.31,304.561
7/3/2016 21:59,412.31,413.9,412.03,412.88,389.103
7/3/2016 22:57,412.87,414.96,412.21,413.98,225.791
7/3/2016 23:59,413.9,414.96,411.6,414.01,225.135
8/3/2016 0:57,413.96,414.2,412.69,413.54,59.148
8/3/2016 1:59,412.85,414,412.85,414,130.969
8/3/2016 2:59,414,414.55,412.83,412.83,190.526
8/3/2016 3:53,413.67,414.99,412.83,413.81,126.139
8/3/2016 4:59,414.19,414.9,413.65,414.67,44.342
8/3/2016 5:58,414.65,414.99,412.83,414.07,230.877
8/3/2016 6:56,414.18,414.18,413,413.25,145.126
8/3/2016 7:55,413.89,414.05,410.7,412.12,290.21
8/3/2016 8:59,412.12,412.75,409.3,410.42,352.532
8/3/2016 9:55,410.43,410.98,408.5,410.26,181.905
8/3/2016 10:59,410.7,410.84,409.19,410.5,129.325
8/3/2016 11:59,410.5,411.34,409.04,411.17,169.053
8/3/2016 12:59,411.21,411.32,409.31,410.54,492.518
8/3/2016 13:59,410.54,411.3,408.46,408.93,388.991
8/3/2016 14:59,408.93,411.18,408.93,411.18,524.676
8/3/2016 15:59,411.15,412.27,410.11,411.8,203.616
8/3/2016 16:59,411.8,412.62,410.7,412.15,132.772
8/3/2016 17:59,412.06,413.22,411.64,412.6,274.152
8/3/2016 18:59,412.6,412.96,410.01,410.83,354.77
8/3/2016 19:59,410.55,411.54,410,410.66,130.358
8/3/2016 20:59,410.66,413.19,410.05,411.11,459.933
8/3/2016 21:59,411.11,413.11,410.9,411.98,212.496
8/3/2016 22:59,412.06,412.5,410.85,412,186.291
8/3/2016 23:58,412,412.94,411.21,411.75,165.533
9/3/2016 0:58,412.14,412.15,410,410.64,118.157
9/3/2016 1:58,410.65,411.1,408.75,410.48,237.041
9/3/2016 2:58,411.07,411.1,410.14,411.1,43.54
9/3/2016 3:59,411.1,411.66,410.46,411.35,141.919
9/3/2016 4:58,411.48,411.48,409.5,409.74,22.936
9/3/2016 5:59,410.99,411,409.55,410.8,5.125
9/3/2016 6:59,410.85,410.97,409.7,410.34,42.072
9/3/2016 7:59,410.89,410.89,409.52,410.54,25.979
9/3/2016 8:58,410.32,410.7,409.08,409.88,106.797
9/3/2016 9:59,409.86,411.24,409.27,410,281.869
9/3/2016 10:59,410.52,411.8,409.95,411.8,143.184
9/3/2016 11:59,411.8,411.8,409.91,410.53,334.522
9/3/2016 12:59,411.16,411.3,409.2,411.11,245.917
9/3/2016 13:59,411.11,411.2,408.78,411.06,307.058
9/3/2016 14:59,411.06,411.3,410.23,410.81,301.254
9/3/2016 15:59,410.81,413.5,410.75,412,646.935
9/3/2016 16:58,411.53,413.51,411.53,412.99,301.571
9/3/2016 17:59,412.99,413.51,410.75,413.12,291.816
9/3/2016 18:59,412.88,413.49,412.04,412.99,255.753
9/3/2016 19:59,412.99,413.49,411.03,411.15,198.103
9/3/2016 20:59,411.56,412.5,410.96,411.86,315.493
9/3/2016 21:59,411.46,412.3,410.7,411.68,195.709
9/3/2016 22:59,411.68,412.75,410.53,412.55,161.452
9/3/2016 23:59,412.34,413,410.8,413,152.586
10/3/2016 0:59,412.99,413,410,411.61,237.32
10/3/2016 1:57,411.61,412.47,411.12,412.42,121.151
10/3/2016 2:59,412.01,412.49,410.91,411.62,73.271
10/3/2016 3:59,411.99,412,410.9,412,69.083
10/3/2016 4:59,411.99,412,411.36,411.79,196.533
10/3/2016 5:59,411.49,411.98,411.01,411.17,104.933
10/3/2016 6:58,411.73,412.5,411,412.5,174.295
10/3/2016 7:58,412.48,412.5,411.42,412.47,71.078
10/3/2016 8:59,412.02,412.5,411.1,412,177.398
10/3/2016 9:59,412.39,413,411.51,412.83,135.218
10/3/2016 10:58,412.83,413,409.31,411,683.618
10/3/2016 11:59,411,411.99,410.06,411.36,313.897
10/3/2016 12:59,411.36,413.5,411.01,413,272.31
10/3/2016 13:59,412.5,413.69,412.26,413.69,235.566
10/3/2016 14:59,413.2,415.99,412.97,415.98,704.606
10/3/2016 15:59,415.98,416.9,414.75,415.98,319.01
10/3/2016 16:59,415.8,415.98,415,415,178.343
10/3/2016 17:59,415,416.49,414.9,416.49,122.775
10/3/2016 18:59,416.49,416.49,415.92,415.99,98.4
10/3/2016 19:59,415.93,416.49,414.86,416.3,70.937
10/3/2016 20:59,416.3,416.44,414.7,416.44,229.084
10/3/2016 21:59,416.44,416.88,415.1,416.17,131.328
10/3/2016 22:59,416.17,416.88,415.59,416.56,277.277
10/3/2016 23:59,416.56,416.89,415.72,416,248.869
11/3/2016 0:59,416,416,415.61,415.71,89.442
11/3/2016 1:59,415.71,416.99,415.11,416.51,182.049
11/3/2016 2:57,416.51,417,415.52,416.76,138.978
11/3/2016 3:57,416.76,417,415.93,417,53.487
11/3/2016 4:59,417,417.5,416.11,417.5,44.026
11/3/2016 5:58,417.5,418.99,416.57,418.99,528.933
11/3/2016 6:57,418.99,420,417.34,419.79,318.557
11/3/2016 7:59,419.29,420,417.91,420,278.892
11/3/2016 8:59,420,420,418.6,419.81,317.199
11/3/2016 9:59,419.77,421.79,419.72,421.79,406.222
11/3/2016 10:57,421.79,421.91,420,421.64,305.399
11/3/2016 11:59,421.69,421.7,420,421,244.696
11/3/2016 12:59,420.54,421.3,418.72,420.37,192.931
11/3/2016 13:59,420.37,420.94,418.7,420.21,401.839
11/3/2016 14:59,420.09,420.28,418.56,419.48,169.015
11/3/2016 15:59,419.48,420.96,419.2,420.96,708.113
11/3/2016 16:57,420.5,421.31,420.05,420.7,144.446
11/3/2016 17:58,420.67,421.6,420.16,421.22,191.502
11/3/2016 18:58,421.49,421.55,419.03,420.95,149.668
11/3/2016 19:59,420.81,421,419.2,419.93,230.079
11/3/2016 20:59,419.93,419.93,416.66,418.73,438.149
11/3/2016 21:59,418.74,419.37,417.5,418.61,229.92
11/3/2016 22:59,418.61,419.77,418.07,418.84,93.268
11/3/2016 23:58,418.85,420.2,418.07,419.13,64.677
12/3/2016 0:59,419.14,420.5,419.14,420.5,130.502
12/3/2016 1:58,420.5,420.93,419.25,419.95,190.033
12/3/2016 2:56,420.5,420.62,418.15,419.47,149.872
12/3/2016 3:58,419.44,419.47,414.2,415.11,407.956
12/3/2016 4:59,415.11,416.19,412.23,413.92,217.299
12/3/2016 5:59,413.91,415.23,410.13,414.98,516.89
12/3/2016 6:58,413.9,416.28,413.7,415.27,88.553
12/3/2016 7:59,416,416.58,414.08,415.26,176.891
12/3/2016 8:59,414.2,416.19,413.49,413.94,90.424
12/3/2016 9:59,413.93,415.63,413.29,415.57,88.506
12/3/2016 10:59,415.41,415.6,413.65,413.99,220.686
12/3/2016 11:58,414,415.42,413.31,413.52,94.884
12/3/2016 12:58,414.56,415.1,412.11,413.66,119.301
12/3/2016 13:59,414.4,415.15,413.32,414.01,66.15
12/3/2016 14:59,413.95,413.95,411.74,412.61,220.872
12/3/2016 15:58,412.24,413.13,409.62,409.62,169.105
12/3/2016 16:59,409.62,410,406.59,409.76,675.887
12/3/2016 17:59,409.9,410.8,408,410.77,190.365
12/3/2016 18:59,410.76,410.97,408.16,409.09,140.566
12/3/2016 19:58,409.18,410.91,408.93,410.22,255.947
12/3/2016 20:59,409.43,411,409.38,410.5,146.215
12/3/2016 21:59,410.5,410.77,409.01,409.6,106.982
12/3/2016 22:57,410.1,411,409.6,410.69,67.451
12/3/2016 23:59,410.66,411.26,409.62,410.9,109.16
13-03-16 0:58,409.95,412,409.67,411,62.342
13-03-16 1:59,411.6,412.47,410.7,411.29,83.687
13-03-16 2:57,411.2,412.47,410.41,412.34,46.814
13-03-16 3:59,412.4,412.5,410.9,412.1,25.874
13-03-16 4:59,412.03,412.09,410.65,411.28,72.444
13-03-16 5:56,412.09,413.49,411.65,412.54,42.898
13-03-16 6:56,412.37,414.5,412.37,413,398.044
13-03-16 7:58,413.16,414.28,412.96,412.96,198.557
13-03-16 8:59,412.7,413.4,412.11,413.18,36.187
13-03-16 9:58,412.32,414.39,412.18,413.92,125.038
13-03-16 10:57,413.92,415.26,413.68,415.26,190.904
13-03-16 11:58,415.26,415.61,414.17,415.5,71.725
13-03-16 12:58,415.49,417,415,415.08,166.923
13-03-16 13:59,415.08,415.5,414.24,414.24,67.583
13-03-16 14:59,414.24,414.48,411.01,412.81,283.205
13-03-16 15:59,411.99,412.93,411.02,412.5,143.929
13-03-16 16:58,412.09,413.38,411.42,412.91,102.739
13-03-16 17:59,412.05,413.98,412.05,413,122.359
13-03-16 18:59,412.59,413.69,411.33,411.8,331.285
13-03-16 19:59,411.87,412.7,411.06,412.69,159.155
13-03-16 20:59,412.66,413.56,411.86,412.85,97.833
13-03-16 21:59,412.11,413.93,412.09,412.25,116.165
13-03-16 22:59,413.3,413.98,411.81,412.58,182.735
13-03-16 23:59,412.58,413.04,411.71,413.04,158.443
14-03-16 0:58,412.99,413.1,410.5,413.1,208.685
14-03-16 1:59,413.1,413.1,412.17,413.1,78.575
14-03-16 2:59,413.1,414.6,411.2,414.6,502.338
14-03-16 3:57,414.7,414.87,413.88,414.13,108.422
14-03-16 4:58,414.4,414.86,413.37,414.31,70.362
14-03-16 5:58,414.31,414.87,413.78,414.87,93.342
14-03-16 6:59,414.87,414.96,414,414.4,85.339
14-03-16 7:59,413.9,414.42,412.18,412.97,60.154
14-03-16 8:57,412.97,413.68,412.09,413.49,76.968
14-03-16 9:59,413.5,413.5,412.39,413.5,94.652
14-03-16 10:53,413.27,414.57,412.83,413.01,92.679
14-03-16 11:59,413.68,414.5,412.52,414.5,123.609
14-03-16 12:59,414.5,415.22,412.85,414.9,351.436
14-03-16 13:59,414.9,414.99,413.2,413.55,360.106
14-03-16 14:59,414.6,414.99,413.07,414.68,140.804
14-03-16 15:58,414.7,414.79,411.5,413.73,224.861
14-03-16 16:59,413.75,413.97,411.5,413.59,427.952
14-03-16 17:58,413.54,413.99,412.72,412.74,253.305
14-03-16 18:59,413.28,413.99,412.74,413.99,108.79
14-03-16 19:59,413.99,413.99,412.76,413.89,115.537
14-03-16 20:59,413.84,414,412.33,414,329.739
14-03-16 21:58,414,414,412.82,414,101.823
14-03-16 22:59,414,414,413.8,414,97.985
14-03-16 23:59,414,414.99,413.85,414.99,363.326
15-03-16 0:59,414.83,415.1,413.64,415.1,73.372
15-03-16 1:59,415.1,415.4,414.62,415.39,79.731
15-03-16 2:59,415.39,416.25,414.04,414.22,235.915
15-03-16 3:57,414.23,416.25,413.62,416.25,101.592
15-03-16 4:59,415.91,416.59,415.91,416.59,60.225
15-03-16 5:59,416.59,416.59,414.37,416.4,103.718
15-03-16 6:55,416.23,417.2,415.12,415.15,178.258
15-03-16 7:58,415.2,416.5,414.94,416.28,98.258
15-03-16 8:59,416.26,416.46,414.66,415.95,89.977
15-03-16 9:59,415.18,416,414.14,415.24,134.087
15-03-16 10:59,415.24,416.39,414.8,416.1,169.25
15-03-16 11:59,416.1,416.97,415.7,416.5,137.234
15-03-16 12:59,416.5,417.16,416,416.45,253.463
15-03-16 13:59,416.98,417,415.9,415.9,137.09
15-03-16 14:58,416.5,417.43,412.15,413.1,542.818
15-03-16 15:58,413.4,415.71,413.36,415.25,256.085
15-03-16 16:58,415.25,417.3,413.31,415.74,703.615
15-03-16 17:58,415.75,415.75,414.75,415.43,116.174
15-03-16 18:57,415.39,415.59,413.85,415.24,235.596
15-03-16 19:58,415.23,415.99,415.21,415.98,132.323
15-03-16 20:59,415.98,416,414.65,415.36,148.455
15-03-16 21:59,415.38,416,415.01,415.87,268.648
15-03-16 22:59,415.8,415.87,415.09,415.75,100.713
15-03-16 23:59,415.75,415.9,415.23,415.85,213.283
16-03-16 0:58,415.84,415.9,415.24,415.9,65.384
16-03-16 1:59,415.26,415.9,414.64,415.17,61.887
16-03-16 2:59,415.19,415.59,414,414.8,44.565
16-03-16 3:59,415.36,415.46,414.61,414.61,71.302
16-03-16 4:57,414.61,415.47,414.09,414.37,125.486
16-03-16 5:59,414.3,415.69,414.12,414.23,88.129
16-03-16 6:58,415.19,415.73,414.42,414.55,50.618
16-03-16 7:59,414.55,415.46,413.15,413.15,259.619
16-03-16 8:59,413.16,414.79,413.15,414.43,148.706
16-03-16 9:58,413.52,414.7,413.52,414.65,70.586
16-03-16 10:58,414.64,415.99,413.68,415.99,257.235
16-03-16 11:59,415.99,416.4,415,415.03,146.248
16-03-16 12:59,415.03,415.03,413.9,414.61,257.899
16-03-16 13:58,414.61,416.33,414.5,416.3,435.722
16-03-16 14:59,416.1,416.1,414.71,415.25,125.683
16-03-16 15:59,415.34,415.35,414.07,414.8,161.641
16-03-16 16:59,414.8,415,413.67,415,413.46
16-03-16 17:59,415,415.69,414.2,415.69,184.039
16-03-16 18:59,415.69,415.99,414.51,415.99,291.971
16-03-16 19:59,415.99,416.26,414.7,415.98,202.984
16-03-16 20:59,415.99,416.5,414.91,416,250.76
16-03-16 21:58,416,416.5,414.5,415.69,218.478
16-03-16 22:59,415.37,416.01,415.37,416,97.782
16-03-16 23:59,416.01,416.82,415.11,416.57,70.293
17-03-16 0:59,416.52,416.89,416.16,416.66,29.767
17-03-16 1:56,416.66,416.94,416.18,416.68,66.635
17-03-16 2:58,416.87,416.92,415.66,415.75,43.233
17-03-16 3:59,416.14,416.93,416.06,416.91,77.59
17-03-16 4:56,416.56,417.1,416.35,417.09,127.11
17-03-16 5:59,417.1,417.11,416.49,416.49,99.633
17-03-16 6:59,417.07,417.97,416.25,416.68,188.712
17-03-16 7:59,416.71,417.6,416.62,416.7,148.631
17-03-16 8:59,417.48,417.7,416.7,417.67,70.76
17-03-16 9:59,417.08,419,417.08,418.98,446.235
17-03-16 10:58,418.42,419,417.63,418.99,290.345
17-03-16 11:59,418.39,418.99,417.57,418,244.168
17-03-16 12:59,418,418.68,417.2,418.45,277.968
17-03-16 13:58,417.55,418.7,417.5,418.49,182.408
17-03-16 14:59,418.49,419,417.95,418.71,291.412
17-03-16 15:59,418.59,419,418.25,418.94,148.399
17-03-16 16:59,418.79,418.79,417.86,418.78,86.886
17-03-16 17:59,418.8,419,417.5,418.87,276.137
17-03-16 18:59,419,419,418.05,418.77,120.75
17-03-16 19:59,418.64,419,418.5,418.88,136.332
17-03-16 20:59,418.67,419,417.55,418,121.705
17-03-16 21:59,417.7,419,417.1,418.5,153.466
17-03-16 22:59,418.08,418.8,417.99,418.46,65.812
17-03-16 23:56,418.46,418.49,417.98,418.49,10.066
18-03-16 0:58,418.47,418.49,416.92,417.59,42.642
18-03-16 1:59,417.59,418.43,417.13,418.38,90.015
18-03-16 2:59,418.38,418.4,416.67,417.87,123.925
18-03-16 3:57,417.17,417.78,416.67,417.04,83.393
18-03-16 4:56,416.7,417.89,416.67,417.18,32.296
18-03-16 5:59,417.18,417.68,414,415.48,243.148
18-03-16 6:58,415.48,415.57,413.88,415.3,48.316
18-03-16 7:57,414.5,415.6,413.46,415,250.959
18-03-16 8:58,415.06,415.5,414.18,414.45,155.961
18-03-16 9:59,414.44,414.5,413.5,414.5,110.365
18-03-16 10:59,413.84,414.79,413.22,414.65,97.204
18-03-16 11:59,414.41,414.68,413.22,413.22,195.198
18-03-16 12:59,413.95,414.85,413.06,414.12,273.922
18-03-16 13:59,414.39,414.89,413.09,414.1,137.771
18-03-16 14:59,413.42,414.7,409.14,409.14,753.711
18-03-16 15:59,409.85,409.85,406.66,407.98,822.652
18-03-16 16:59,407.98,409.66,407.83,408.27,337.443
18-03-16 17:59,408.08,408.97,406.2,407.08,647.379
18-03-16 18:58,407.31,408.87,407,407.38,327.834
18-03-16 19:59,407,407.4,403.34,404.02,596.833
18-03-16 20:59,405.1,408.07,404,404.88,330.549
18-03-16 21:59,404.1,407.9,404.1,406.48,350.091
18-03-16 22:59,407.5,407.7,406.6,407.48,191.974
18-03-16 23:59,407.51,408.87,406.84,407.91,147.667
19-03-16 0:59,407.5,408.69,406.1,407.18,161.779
19-03-16 1:59,407.15,407.4,405.53,407.4,103.585
19-03-16 2:56,407.4,407.89,405.54,407.85,159.357
19-03-16 3:57,407.32,408.17,406.19,406.29,60.835
19-03-16 4:59,407.21,408.66,404.62,406.43,386.934
19-03-16 5:57,405.81,407.66,405.81,407.66,29.905
19-03-16 6:55,407.66,408.44,406.8,407.33,22.125
19-03-16 7:59,407.34,409.54,407.03,408.59,66.903
19-03-16 8:58,408.62,409.2,407.21,407.96,129.185
19-03-16 9:59,407.22,409.14,407.22,408.51,64.322
19-03-16 10:59,409.07,409.19,407.46,408.39,49.334
19-03-16 11:59,408.39,408.49,407.5,408.1,42.471
19-03-16 12:59,408.1,408.1,405.9,406.52,74.456
19-03-16 13:59,407.2,409.95,406.26,407.98,280.485
19-03-16 14:59,407.98,408.64,406.29,407.13,175.47
19-03-16 15:56,407.16,407.98,405.53,406.9,224.796
19-03-16 16:59,406.7,407.6,405,405.63,103.208
19-03-16 17:59,405.63,406.42,405.06,405.62,112.026
19-03-16 18:59,405.12,405.64,404.1,405.45,210.257
19-03-16 19:59,405.48,405.6,404.67,404.93,91.011
19-03-16 20:59,404.96,406.07,404.92,405.44,134.754
19-03-16 21:59,405.44,407,405.08,406,31.286
19-03-16 22:57,406.58,407.48,405.92,406.7,37.761
19-03-16 23:59,406.7,409.13,406.3,409.04,118.004
20-03-16 0:59,408.36,409.19,407.7,408.56,68.18
20-03-16 1:59,408.49,412,407.89,409.86,343.25
20-03-16 2:59,409.51,410.96,408.7,410.77,96.06
20-03-16 3:59,410.77,410.77,409.16,409.16,92.011
20-03-16 4:56,409.4,410.02,408.56,410,38.098
20-03-16 5:58,409.71,410.2,408.7,409.1,38.721
20-03-16 6:59,409.1,409.1,408.2,409,51.533
20-03-16 7:55,409,409.3,406.6,409.2,230.091
20-03-16 8:59,408.81,409.21,408.41,409.02,4.577
